===== Mythica Affordance Library [2026-08-02] EA-only cleaned =====
affordance: 36620 (EA only, MOD lines removed)
列: 名字 | 模块 | super/auto/user 标志 | tgt=目标类型 | cat=菜单分类 | ages=年龄线索(test_globals) | src=EA | guid
VetMedicineStation_StartCrafting_ExamTable | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=171031
Vet_Customer_TryGrabEmployee_Immediate | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,BABY,CHILD,ELDER,INFANT,TEEN,TODDLER,YOUNGADULT | src=EA | guid=176127
Vet_DismissPatient | sims4.tuning.instances | super=Y auto=N user=Y | tgt=TARGET | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=167443
Vet_Pet_BillOwner | sims4.tuning.instances | super=Y auto=N user=Y | tgt=TARGET | cat=- | ages=- | src=EA | guid=169291
Vet_Service_BillOwner | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=168503
Vet_SetClinicLotOwner | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,BABY,CHILD,ELDER,INFANT,TEEN,TODDLER,YOUNGADULT | src=EA | guid=170463
Vet_Stand_NearObject | sims4.tuning.instances | super=Y auto=N user=N | tgt=ACTOR | cat=- | ages=- | src=EA | guid=168087
Vet_Treatment_Examine | sims4.tuning.instances | super=Y auto=N user=N | tgt=TARGET | cat=- | ages=- | src=EA | guid=158943
Violin_Tip | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=38895
Violin_Write_Song | sims4.tuning.instances | super=N auto=Y user=N | tgt=OBJECT | cat=- | ages=- | src=EA | guid=14526
VirtualRabbitHole_GoToRabbithole_EquestrianCenter_Horse | sims4.tuning.instances | super=Y auto=N user=Y | tgt=ACTOR | cat=- | ages=- | src=EA | guid=334279
VirtualRabbitHole_GoToRabbithole_EquestrianCenter_Human | sims4.tuning.instances | super=Y auto=N user=Y | tgt=ACTOR | cat=- | ages=- | src=EA | guid=333861
VolunteerEvents_Prep | sims4.tuning.instances | super=Y auto=N user=N | tgt=ACTOR | cat=- | ages=ADULT,BABY,CHILD,ELDER,INFANT,TEEN,TODDLER,YOUNGADULT | src=EA | guid=160733
WFS_View | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=196484
Wait_for_winner | sims4.tuning.instances | super=N auto=Y user=N | tgt=GROUP | cat=- | ages=- | src=EA | guid=99353
WalkInSafe_Woohoo | sims4.tuning.instances | super=Y auto=Y user=N | tgt=TARGET | cat=- | ages=- | src=EA | guid=193414
WalkInSafe_messAround_Picker | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=TEEN | src=EA | guid=193832
WalkInSafe_tryForBaby | sims4.tuning.instances | super=Y auto=N user=N | tgt=TARGET | cat=- | ages=- | src=EA | guid=193415
WalkInSafe_tryForBaby_Female_Picker | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=193824
WalkInSafe_tryForBaby_Male_Picker | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=193825
Wanderlust_SimPicker_OwnerRel_Gift | sims4.tuning.instances | super=Y auto=Y user=N | tgt=ACTOR | cat=- | ages=- | src=EA | guid=173918
Watch_Chess | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=24588
WeddingCake_AddTopper | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=14549
WeddingCake_Celebrate_React | sims4.tuning.instances | super=Y auto=Y user=N | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=32109
WeddingCake_Cut | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=14550
WeddingCake_CutTogether_Start | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=281452
WeddingCake_FeedCakeTo_PickUpSlice | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=281991
WeddingCake_MoveFromHiddenInventory | sims4.tuning.instances | super=Y auto=Y user=N | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=283717
WeddingCake_RemoveTopper | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=14551
WeddingCake_SelectForCeremony | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=282871
WeddingCake_SneakTaste | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=280962
WeddingCake_SneakTaste_React | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=281005
Wedding_Attend_Arch_Bride | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=14552
Wedding_Attend_Arch_Groom | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=14553
Wedding_Attend_Field_Bride | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=14554
Wedding_Attend_Field_Groom | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=14555
Wedding_BrideGroom_AfterKiss_Delay | sims4.tuning.instances | super=N auto=N user=N | tgt=TARGET | cat=sim_Romantic | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=103879
Wedding_BrideGroom_CallOffWedding | sims4.tuning.instances | super=N auto=N user=Y | tgt=TARGET | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=14556
Wedding_BrideGroom_Caress | sims4.tuning.instances | super=N auto=Y user=N | tgt=TARGET | cat=sim_Romantic | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=14557
Wedding_BrideGroom_ExchangeRing_Auto | sims4.tuning.instances | super=N auto=Y user=N | tgt=TARGET | cat=sim_Romantic | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=14558
Wedding_BrideGroom_ExchangeRing_User | sims4.tuning.instances | super=N auto=N user=N | tgt=TARGET | cat=sim_Romantic | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=14559
Wedding_BrideGroom_ExchangeVows_Auto | sims4.tuning.instances | super=N auto=Y user=N | tgt=TARGET | cat=sim_Romantic | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=14560
Wedding_BrideGroom_ExchangeVows_User | sims4.tuning.instances | super=N auto=N user=Y | tgt=TARGET | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=14561
Wedding_BrideGroom_Flirt | sims4.tuning.instances | super=N auto=Y user=N | tgt=TARGET | cat=sim_Romantic | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=14562
Wedding_BrideGroom_Flirt2 | sims4.tuning.instances | super=N auto=Y user=N | tgt=TARGET | cat=sim_Romantic | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=14563
Wedding_BrideGroom_Flirt3 | sims4.tuning.instances | super=N auto=Y user=N | tgt=TARGET | cat=sim_Romantic | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=97571
Wedding_BrideGroom_Flirt4 | sims4.tuning.instances | super=N auto=Y user=N | tgt=TARGET | cat=sim_Romantic | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=97572
Wedding_BrideGroom_Flirt5 | sims4.tuning.instances | super=N auto=Y user=N | tgt=TARGET | cat=sim_Romantic | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=97573
Wedding_BrideGroom_HoldHands | sims4.tuning.instances | super=N auto=Y user=N | tgt=TARGET | cat=sim_Romantic | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=14564
Wedding_BrideGroom_Kiss_Auto | sims4.tuning.instances | super=N auto=N user=N | tgt=TARGET | cat=sim_Romantic | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=14565
Wedding_BrideGroom_Passive | sims4.tuning.instances | super=N auto=Y user=N | tgt=GROUP | cat=sim_Romantic | ages=- | src=EA | guid=14566
Wedding_BrideGroom_Slap | sims4.tuning.instances | super=N auto=N user=N | tgt=TARGET | cat=sim_Mean | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=14567
Wedding_EndFail | sims4.tuning.instances | super=N auto=N user=N | tgt=GROUP | cat=sim_Romantic | ages=- | src=EA | guid=14568
Wedding_EndSuccess | sims4.tuning.instances | super=N auto=N user=N | tgt=GROUP | cat=sim_Romantic | ages=- | src=EA | guid=14569
Wedding_MoveIn | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,BABY,CHILD,ELDER,INFANT,TEEN,TODDLER,YOUNGADULT | src=EA | guid=14571
Wedding_Party_Aww | sims4.tuning.instances | super=N auto=Y user=N | tgt=ACTOR | cat=sim_Friendly | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=14572
Wedding_Party_Cheer_Auto | sims4.tuning.instances | super=N auto=Y user=N | tgt=ACTOR | cat=- | ages=- | src=EA | guid=14573
Wedding_Party_Cheer_User | sims4.tuning.instances | super=N auto=N user=Y | tgt=TARGET | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=14574
Wedding_Party_Heckle_Auto | sims4.tuning.instances | super=N auto=Y user=N | tgt=ACTOR | cat=- | ages=- | src=EA | guid=14575
Wedding_Party_Heckle_User | sims4.tuning.instances | super=N auto=N user=Y | tgt=TARGET | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=14576
Wedding_Party_Passive | sims4.tuning.instances | super=N auto=Y user=N | tgt=ACTOR | cat=- | ages=- | src=EA | guid=14577
Wedding_Party_SendFlirtyText_highRel | sims4.tuning.instances | super=N auto=N user=Y | tgt=TARGET | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADUL,YOUNGADULT | src=EA | guid=14578
Wedding_Party_SendFlirtyText_lowRel | sims4.tuning.instances | super=N auto=N user=Y | tgt=TARGET | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADUL,YOUNGADULT | src=EA | guid=14579
Wedding_Party_Watch_Auto | sims4.tuning.instances | super=N auto=Y user=N | tgt=ACTOR | cat=- | ages=- | src=EA | guid=14580
Werewolf_Idles | sims4.tuning.instances | super=N auto=Y user=N | tgt=ACTOR | cat=- | ages=- | src=EA | guid=287349
WickedPixxel_PsychoExPhone_SuperInteractionExperimentalCallExForgiveness | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=phoneCategory_Social | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=2819718802
WickedPixxel_PsychoExPhone_SuperInteractionExperimentalPhoneHangup | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=phoneCategory_Social | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=3877459563
WickedPixxel_PsychoExPhone_SuperInteractionExperimentalPhoneHarass | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=phoneCategory_Social | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=2698968432
WickedPixxel_PsychoExPhone_SuperInteractionExperimentalPhoneRestrainingOrder | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=phoneCategory_Social | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=4238903952
WishingWell_WishForGrades | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=WishingWell_Wishes | ages=CHILD,INFANT,TEEN | src=EA | guid=132125
WishingWell_WishforPromotion | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=WishingWell_Wishes | ages=ADULT,ELDER,INFANT,TEEN,YOUNGADULT | src=EA | guid=131774
WooHoo_Closet | sims4.tuning.instances | super=Y auto=Y user=N | tgt=TARGET | cat=- | ages=- | src=EA | guid=123397
WoodworkingTable_Hammer | sims4.tuning.instances | super=N auto=Y user=N | tgt=OBJECT | cat=- | ages=- | src=EA | guid=14588
WoodworkingTable_Inspired | sims4.tuning.instances | super=N auto=Y user=N | tgt=OBJECT | cat=- | ages=- | src=EA | guid=14589
WoodworkingTable_Passive | sims4.tuning.instances | super=N auto=Y user=N | tgt=OBJECT | cat=- | ages=- | src=EA | guid=14590
WoodworkingTable_Sand | sims4.tuning.instances | super=N auto=Y user=N | tgt=OBJECT | cat=- | ages=- | src=EA | guid=14591
WoodworkingTable_Saw | sims4.tuning.instances | super=N auto=Y user=N | tgt=OBJECT | cat=- | ages=- | src=EA | guid=14592
WoodworkingTable_Slice | sims4.tuning.instances | super=N auto=Y user=N | tgt=OBJECT | cat=- | ages=- | src=EA | guid=14593
Woohoo_GhostWoohoo | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET_AND_GROUP | cat=- | ages=- | src=EA | guid=371585
Woohoo_GhostWoohoo_Staging | sims4.tuning.instances | super=Y auto=Y user=N | tgt=TARGET | cat=- | ages=- | src=EA | guid=371855
WorkoutMachine_Workout | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=- | src=EA | guid=14625
WorkoutMachine_Workout_EpicWorkout | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=- | src=EA | guid=26314
WorkoutMachine_Workout_EpicWorkout_PushTheLimits | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=- | src=EA | guid=98280
WorkoutMachine_Workout_HeavyLifting | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=- | src=EA | guid=26315
WorkoutMachine_Workout_HeavyLifting_PushTheLimits | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=- | src=EA | guid=98281
WorkoutMachine_Workout_HighSkill | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=- | src=EA | guid=14626
WorkoutMachine_Workout_HighSkill_PushTheLimits | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=- | src=EA | guid=98282
WorkoutMachine_Workout_MediumSkill | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=- | src=EA | guid=14627
WorkoutMachine_Workout_MediumSkill_PushTheLimits | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=- | src=EA | guid=98283
WorkoutMachine_Workout_PushTheLimits | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=- | src=EA | guid=98279
WorkoutMachine_flys | sims4.tuning.instances | super=N auto=Y user=N | tgt=OBJECT | cat=- | ages=- | src=EA | guid=14621
WorkoutMachine_idle | sims4.tuning.instances | super=N auto=Y user=N | tgt=OBJECT | cat=- | ages=- | src=EA | guid=14622
WorkoutMachine_legLifts | sims4.tuning.instances | super=N auto=Y user=N | tgt=OBJECT | cat=- | ages=- | src=EA | guid=14623
WorkoutMachine_pullDowns | sims4.tuning.instances | super=N auto=Y user=N | tgt=OBJECT | cat=- | ages=- | src=EA | guid=14624
WorldPOI_CrystalPanning_PanForCrystals | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=454321
World_BoatHouse_Shop | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=346137
World_CollectTassel | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=347965
XrayMachine_ScanTarget_simPicker | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=106133
a2a_simPickerInteraction_SmallBusinessPerks_SwayToBuy_LightRetail | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=pieMenuCategory_BusinessPerk | ages=- | src=EA | guid=405203
a2a_simPickerInteraction_SmallBusinessPerks_SwayToBuy_Ticket | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=pieMenuCategory_BusinessPerk | ages=- | src=EA | guid=379879
actingSkill_ActNotBored | sims4.tuning.instances | super=Y auto=N user=Y | tgt=ACTOR | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=198141
actingSkill_ActNotEmbarrassed | sims4.tuning.instances | super=Y auto=N user=Y | tgt=ACTOR | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=198237
actingSkill_BowAfterRoutine | sims4.tuning.instances | super=Y auto=N user=N | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=194984
actingSkill_BowAfterRoutine_TargetSim | sims4.tuning.instances | super=Y auto=N user=N | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=196380
actingSkill_GiveTip_Fail | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=195544
actingSkill_GiveTip_Success | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=195734
actingSkill_NonTieredMenu_MusicalRoutine_1 | sims4.tuning.instances | super=Y auto=N user=Y | tgt=ACTOR | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=195236
actingSkill_Sing_Risky_Fail | sims4.tuning.instances | super=N auto=Y user=N | tgt=ACTOR | cat=- | ages=- | src=EA | guid=203209
actingSkill_Sing_Risky_Success | sims4.tuning.instances | super=N auto=Y user=N | tgt=ACTOR | cat=- | ages=- | src=EA | guid=203208
actingSkill_Social_Mixer_Bite_Risky | sims4.tuning.instances | super=N auto=Y user=N | tgt=GROUP | cat=- | ages=- | src=EA | guid=195431
actingSkill_Social_Mixer_Bite_RiskyFail | sims4.tuning.instances | super=N auto=Y user=N | tgt=GROUP | cat=- | ages=- | src=EA | guid=195448
actingSkill_Social_Mixer_Bite_RiskySuccess | sims4.tuning.instances | super=N auto=Y user=N | tgt=GROUP | cat=- | ages=- | src=EA | guid=195447
actingSkill_Social_Mixer_Fight_Risky | sims4.tuning.instances | super=N auto=Y user=N | tgt=GROUP | cat=- | ages=- | src=EA | guid=195465
actingSkill_Social_Mixer_Fight_RiskyFail | sims4.tuning.instances | super=N auto=Y user=N | tgt=GROUP | cat=- | ages=- | src=EA | guid=195468
actingSkill_Social_Mixer_Fight_RiskySuccess | sims4.tuning.instances | super=N auto=Y user=N | tgt=GROUP | cat=- | ages=- | src=EA | guid=195466
actingSkill_Social_Mixer_Fight_RiskySuccess_SciFi | sims4.tuning.instances | super=N auto=Y user=N | tgt=GROUP | cat=- | ages=- | src=EA | guid=200570
actingSkill_Social_Mixer_FireSimRay_Risky | sims4.tuning.instances | super=N auto=Y user=N | tgt=GROUP | cat=- | ages=- | src=EA | guid=195464
actingSkill_Social_Mixer_FireSimRay_RiskyFail | sims4.tuning.instances | super=N auto=Y user=N | tgt=GROUP | cat=- | ages=- | src=EA | guid=195463
actingSkill_Social_Mixer_FireSimRay_RiskySuccess | sims4.tuning.instances | super=N auto=Y user=N | tgt=GROUP | cat=- | ages=- | src=EA | guid=195462
actingSkill_Social_Mixer_FireSimRay_RiskySuccess_SciFi | sims4.tuning.instances | super=N auto=Y user=N | tgt=GROUP | cat=- | ages=- | src=EA | guid=195869
actingSkill_Social_Mixer_FireSimRay_Risky_SciFi | sims4.tuning.instances | super=N auto=Y user=N | tgt=GROUP | cat=- | ages=- | src=EA | guid=200544
actingSkill_Social_Mixer_Flirt_RiskySuccess | sims4.tuning.instances | super=N auto=Y user=N | tgt=GROUP | cat=- | ages=- | src=EA | guid=195451
actingSkill_Social_Mixer_Hug_Risky | sims4.tuning.instances | super=N auto=Y user=N | tgt=GROUP | cat=- | ages=- | src=EA | guid=196044
actingSkill_Social_Mixer_Hug_RiskyFail | sims4.tuning.instances | super=N auto=Y user=N | tgt=GROUP | cat=- | ages=- | src=EA | guid=196046
actingSkill_Social_Mixer_Hug_RiskySuccess | sims4.tuning.instances | super=N auto=Y user=N | tgt=GROUP | cat=- | ages=- | src=EA | guid=196045
actingSkill_Social_Mixer_Hug_RiskySuccess_NoBuff | sims4.tuning.instances | super=N auto=Y user=N | tgt=GROUP | cat=- | ages=- | src=EA | guid=201224
actingSkill_Social_Mixer_Kiss_Risky | sims4.tuning.instances | super=N auto=Y user=N | tgt=GROUP | cat=- | ages=- | src=EA | guid=195460
actingSkill_Social_Mixer_Kiss_RiskyFail | sims4.tuning.instances | super=N auto=Y user=N | tgt=GROUP | cat=- | ages=- | src=EA | guid=195461
actingSkill_Social_Mixer_Kiss_RiskySuccess | sims4.tuning.instances | super=N auto=Y user=N | tgt=GROUP | cat=- | ages=- | src=EA | guid=195456
actingSkill_Social_Mixer_Kiss_RiskySuccess_Drama | sims4.tuning.instances | super=N auto=Y user=N | tgt=GROUP | cat=- | ages=- | src=EA | guid=198411
actingSkill_Social_Mixer_Kiss_RiskySuccess_NoBuff | sims4.tuning.instances | super=N auto=Y user=N | tgt=GROUP | cat=- | ages=- | src=EA | guid=198416
actingSkill_Social_Mixer_Kiss_Risky_Drama | sims4.tuning.instances | super=N auto=Y user=N | tgt=GROUP | cat=- | ages=- | src=EA | guid=198412
actingSkill_Social_Mixer_ShoutForbiddenWords_RiskySuccess | sims4.tuning.instances | super=N auto=Y user=N | tgt=GROUP | cat=- | ages=- | src=EA | guid=195870
actingSkill_Solo_ComedyRoutine_1 | sims4.tuning.instances | super=Y auto=N user=Y | tgt=ACTOR | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=195612
actingSkill_Solo_ComedyRoutine_2 | sims4.tuning.instances | super=Y auto=N user=Y | tgt=ACTOR | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=195613
actingSkill_Solo_ComedyRoutine_Choose | sims4.tuning.instances | super=Y auto=N user=Y | tgt=ACTOR | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=195610
actingSkill_Solo_ComedyRoutine_Start_ForTips | sims4.tuning.instances | super=Y auto=N user=Y | tgt=ACTOR | cat=pieMenuCategory_ActingSkill_ForTips | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=195605
actingSkill_Solo_ComedyRoutine_Start_NoTips | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=ACTOR | cat=pieMenuCategory_ActingSkill_NoTips | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=195498
actingSkill_Solo_DramaticMonologueRoutine_1 | sims4.tuning.instances | super=Y auto=N user=Y | tgt=ACTOR | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=198936
actingSkill_Solo_DramaticMonologueRoutine_2 | sims4.tuning.instances | super=Y auto=N user=Y | tgt=ACTOR | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=199258
actingSkill_Solo_DramaticMonologueRoutine_Choose | sims4.tuning.instances | super=Y auto=N user=Y | tgt=ACTOR | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=199256
